task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
a2_train_neunet_classifier,2024-05-29T18:52:18,a2_neunet_emissions,6892a9ff-359b-4110-b6e3-5c3eeb5f538d,37.75199484825134,0.0003475196356183486,9.205842697814288e-06,42.5,0.0,141.20075225830078,0.0004456560265686777,0,0.0014805355708237585,0.0019261915973924361,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
