timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-29T18:50:34,a2_logreg_emissions,97b67e3a-84d9-498a-9c27-c6113b833b91,0.0395979881286621,9.958808470189088e-05,0.0025149783968394,42.5,0.0,141.20075225830078,0.0001277277254396,0,0.0004242575792522,0.0005519853046918,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-29T18:51:24,a2_logreg_emissions,da79e8e4-ec7f-4173-a37a-ab21efb038ff,0.039334774017333984,0.00010329805265857767,0.002626125489193263,42.5,0.0,141.20075225830078,0.0001324861228466034,0,0.0004400623626624792,0.0005725484855090826,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N,1.0
