task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
a1_main,2024-05-29T19:43:16,a1_emissions,b7d08191-316d-48bc-83ca-1b6d37d805fc,198.8216893672943,0.00183043330957094,9.206343477844131e-06,42.5,0.0,141.20075225830078,0.002347215253942543,0,0.007798298550505683,0.010145513804448225,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
