,Filename,RelFreq Noun,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORGS
0,0103.b1.txt,2019.44,1004.32,950.32,237.58,2,0,0
1,0105.b1.txt,1991.81,1023.19,668.49,845.84,0,0,0
2,0122.b1.txt,2101.62,1189.38,750.58,508.08,0,0,0
3,0134.b1.txt,1969.03,995.58,796.46,652.65,0,0,0
4,0139.b1.txt,1871.48,1195.04,732.81,450.96,0,0,0
5,0140.b1.txt,2128.95,1009.73,717.76,535.28,0,0,0
6,0165.b1.txt,2000.0,950.82,568.31,590.16,9,0,0
7,0171.b1.txt,2048.35,992.37,623.41,572.52,3,0,0
8,0200.b1.txt,2174.45,1044.23,761.67,810.81,0,1,0
9,0300.b1.txt,1636.56,903.29,1147.72,563.23,15,0,0
10,0304.b1.txt,1737.09,1283.26,735.52,610.33,1,0,0
11,0307.b1.txt,2043.72,841.53,688.52,284.15,12,0,0
12,0308.b1.txt,1893.94,965.91,918.56,719.7,1,0,0
13,0310.b1.txt,2006.88,951.83,699.54,630.73,5,0,0
14,0313.b1.txt,1693.46,1050.38,643.09,728.83,0,0,0
15,1003.b1.txt,2066.3,950.28,961.33,453.04,6,0,0
16,1006.b1.txt,2000.0,942.53,827.59,517.24,0,1,0
17,1006.b1i.txt,2000.0,942.53,827.59,517.24,0,1,0
18,1012.b1.txt,2155.17,948.28,812.81,394.09,0,0,0
19,1021.b1.txt,1723.36,907.03,884.35,566.89,1,0,0
20,1023.b1.txt,1781.55,848.36,1071.05,795.33,1,0,0
21,1057.b1.txt,1714.56,1216.48,756.7,689.66,0,1,0
22,1066.b1.txt,1906.98,1000.0,1069.77,593.02,1,0,0
23,1069.b1.txt,1593.16,819.08,639.06,612.06,6,1,0
24,1081.b1.txt,1886.01,1108.81,756.48,497.41,2,0,0
25,1097.b1.txt,1921.13,950.46,930.23,586.45,9,0,0
26,1100.b1.txt,1957.95,1064.39,1130.09,551.91,0,0,0
27,1102.b1.txt,2256.24,963.72,668.93,464.85,0,0,0
28,1104.b1.txt,1834.96,933.77,705.75,542.89,5,0,0
29,1104.b1i.txt,1834.96,933.77,705.75,542.89,5,0,0
