,Filename,RelFreq Noun,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORGS
0,0107.b6.txt,1710.69,1194.97,855.35,402.52,1,0,0
1,0137.b6.txt,1708.28,1235.22,893.56,525.62,1,0,0
2,0151.b6.txt,1493.83,1308.64,654.32,555.56,3,0,0
3,0157.b6.txt,1195.65,1372.28,679.35,625.0,2,0,0
4,0158.b6.txt,1501.71,1240.05,739.48,648.46,2,0,0
5,0178.b6.txt,1730.97,1105.32,875.91,552.66,1,0,0
6,0185.b6.txt,1581.92,1285.31,720.34,409.6,2,0,0
7,0198.b6.txt,1516.45,1173.1,715.31,443.49,3,0,0
8,0219.b6.txt,1673.58,1300.14,525.59,359.61,1,0,0
9,0223.b6.txt,1680.98,1190.18,662.58,625.77,2,0,0
10,0238.b6.txt,1358.61,1390.21,789.89,410.74,2,0,0
11,0318.b6.txt,1734.5,968.99,843.02,445.74,5,0,0
