,Filename,RelFreq Noun,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORGS
0,0103.b4.txt,1330.31,1133.79,589.57,453.51,7,0,0
1,0105.b4.txt,1196.94,1154.5,517.83,543.29,12,0,0
2,0107.b4.txt,1791.04,1229.57,646.77,241.65,10,0,0
3,0139.b4.txt,1504.66,1071.9,512.65,306.26,9,0,0
4,0140.b4.txt,1151.02,1118.37,391.84,465.31,10,0,0
5,0158.b4.txt,1366.46,1193.93,600.41,559.01,14,0,0
6,0165.b4.txt,1157.98,989.26,429.45,368.1,10,0,0
7,0178.b4.txt,1525.49,1083.9,650.34,622.24,11,0,0
8,0200.b4.txt,1226.03,945.21,698.63,712.33,9,0,0
9,0219.b4.txt,1516.54,909.93,477.94,413.6,16,0,0
10,0300.b4.txt,1565.87,1101.91,447.39,331.4,11,0,0
11,0308.b4.txt,1340.12,1026.29,525.87,559.8,6,0,0
12,0310.b4.txt,1512.03,1099.66,658.65,395.19,11,0,0
13,0318.b4.txt,1398.99,934.19,372.76,349.75,14,0,0
14,1003.b4.txt,1559.57,1144.58,488.62,207.5,6,0,0
15,1021.b4.txt,1358.49,1071.7,475.47,400.0,11,0,0
16,1023.b4.txt,1243.65,939.09,799.49,786.8,9,0,0
17,1057.b4.txt,1430.38,1113.92,462.03,348.1,7,0,0
18,1069.b4.txt,1241.88,1160.71,551.95,698.05,8,0,0
19,1097.b4.txt,1463.89,1073.52,553.03,461.94,11,0,0
20,1100.b4.txt,1507.45,1051.71,473.27,297.98,5,0,0
21,1112.b4.txt,1334.6,1201.77,442.76,417.46,11,0,0
22,1508.b4.txt,1278.9,1083.82,484.1,310.69,11,0,0
23,1520.b4.txt,1265.28,959.66,574.57,403.42,4,0,0
24,1528.b4.txt,1378.4,1133.2,523.53,523.53,8,0,0
25,1532.b4.txt,1181.95,1138.97,386.82,515.76,13,0,0
26,2018.b4.txt,1231.77,1345.22,405.19,364.67,9,0,0
27,2030.b4.txt,1295.91,1150.38,485.1,415.8,10,0,0
28,2034.b4.txt,1297.54,865.03,633.86,357.94,13,0,0
