,Filename,RelFreq Noun,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORGS
0,0100.a1.txt,1520.22,1213.39,794.98,529.99,0,0,0
1,0101.a1.txt,1158.16,1232.88,585.31,834.37,1,0,0
2,0102.a1.txt,1474.44,1189.06,677.76,475.62,1,0,0
3,0103.a1.txt,1090.31,1354.63,594.71,572.69,1,0,0
4,0104.a1.txt,1311.27,1188.73,563.73,674.02,0,1,0
5,0105.a1.txt,1242.31,1389.91,615.01,639.61,2,0,0
6,0106.a1.txt,1529.99,1285.19,832.31,869.03,1,0,0
7,0107.a1.txt,1201.66,1436.46,883.98,607.73,0,0,0
8,0108.a1.txt,1238.59,1316.82,443.29,625.81,1,0,0
9,0109.a1.txt,1286.21,1344.15,706.84,672.07,0,0,0
10,0110.a1.txt,1426.75,1388.54,828.03,662.42,1,0,0
11,0111.a1.txt,1421.45,1371.57,698.25,710.72,0,0,0
12,0112.a1.txt,1304.86,1269.28,782.92,676.16,0,0,0
13,0113.a1.txt,1343.4,1275.47,732.08,890.57,0,0,0
14,0114.a1.txt,1187.74,1519.8,613.03,906.77,0,0,0
15,0115.a1.txt,1367.19,1145.83,807.29,794.27,0,0,0
16,0116.a1.txt,1326.53,1413.99,626.82,845.48,0,0,0
17,0118.a1.txt,1294.12,1307.19,627.45,653.59,0,0,0
18,0119.a1.txt,1262.5,1375.0,787.5,725.0,0,0,0
19,0120.a1.txt,1283.7,1463.41,667.52,821.57,3,0,0
20,0121.a1.txt,1378.62,1358.64,699.3,629.37,0,0,0
21,0122.a1.txt,1537.52,1389.91,688.81,701.11,0,0,0
22,0123.a1.txt,1235.81,1349.31,592.69,769.23,1,0,0
23,0124.a1.txt,1621.03,1062.43,733.84,591.46,0,3,0
24,0125.a1.txt,1816.07,1105.94,838.18,582.07,0,1,0
25,0127.a1.txt,1145.55,1401.62,606.47,849.06,0,0,0
26,0128.a1.txt,1352.66,1207.73,640.1,724.64,0,0,0
27,0130.a1.txt,1390.31,1122.45,867.35,676.02,1,0,0
28,0131.a1.txt,1363.64,1467.53,779.22,506.49,0,0,0
29,0133.a1.txt,1100.59,1360.95,556.21,816.57,0,0,0
30,0134.a1.txt,1346.15,1237.98,721.15,1153.85,0,0,0
31,0135.a1.txt,1538.46,895.1,839.16,643.36,0,0,0
32,0136.a1.txt,1481.48,1200.9,549.94,650.95,0,1,0
33,0137.a1.txt,1101.49,1225.25,816.83,841.58,0,0,0
34,0138.a1.txt,1360.87,1263.67,753.34,716.89,1,0,0
35,0139.a1.txt,1070.53,1561.71,528.97,680.1,0,0,0
36,0140.a1.txt,1448.83,1306.99,790.27,506.59,5,0,0
37,0142.a1.txt,1564.99,1286.47,755.97,331.56,0,0,0
38,0143.a1.txt,1425.06,1277.64,663.39,700.25,1,0,0
39,0144.a1.txt,1116.75,1243.65,672.59,786.8,1,0,0
40,0145.a1.txt,1590.91,1172.25,669.86,729.67,0,0,0
41,0146.a1.txt,1162.2,1532.57,561.94,638.57,0,0,0
42,0148.a1.txt,1371.28,1190.17,905.56,698.58,0,0,0
43,0149.a1.txt,1236.71,1236.71,734.3,734.3,1,0,0
44,0151.a1.txt,960.53,1565.79,526.32,736.84,1,0,0
45,0152.a1.txt,1380.43,1250.0,728.26,673.91,0,0,0
46,0155.a1.txt,1020.66,1543.13,729.04,814.09,0,0,0
47,0156.a1.txt,960.53,1473.68,631.58,750.0,1,0,0
48,0157.a1.txt,1123.6,1561.8,539.33,483.15,0,0,0
49,0158.a1.txt,1172.91,1511.49,628.78,640.87,0,0,0
50,0159.a1.txt,1080.43,1368.55,564.23,732.29,0,0,0
51,0161.a1.txt,1482.41,1193.47,879.4,464.82,0,0,0
52,0162.a1.txt,1201.46,1250.0,655.34,606.8,0,0,0
53,0163.a1.txt,1346.15,1115.38,564.1,948.72,0,0,0
54,0164.a1.txt,1610.9,1177.2,693.93,570.01,0,0,0
55,0165.a1.txt,1463.15,1100.11,671.07,550.06,1,0,0
56,0167.a1.txt,1260.5,1165.97,630.25,934.87,1,0,0
57,0168.a1.txt,1377.17,1327.54,583.13,868.49,0,0,0
58,0169.a1.txt,1385.9,1314.22,657.11,549.58,0,0,0
59,0171.a1.txt,1376.9,1341.89,606.77,700.12,0,1,0
60,0172.a1.txt,1309.82,1133.5,755.67,705.29,12,0,0
61,0173.a1.txt,1305.93,1245.47,725.51,604.59,4,0,0
62,0174.a1.txt,1378.9,1558.75,587.53,515.59,2,0,0
63,0175.a1.txt,1097.26,1396.51,623.44,748.13,0,0,0
64,0176.a1.txt,1398.91,1234.97,644.81,677.6,0,0,0
65,0177.a1.txt,995.26,1350.71,687.2,616.11,1,0,0
66,0178.a1.txt,1267.61,1066.4,674.04,855.13,0,0,0
67,0179.a1.txt,1182.52,1413.88,539.85,552.7,0,0,0
68,0180.a1.txt,1242.24,1440.99,683.23,732.92,0,0,0
69,0182.a1.txt,1594.34,1349.06,650.94,622.64,5,0,0
70,0185.a1.txt,1537.52,1057.81,738.01,528.91,1,0,0
71,0186.a1.txt,1225.0,1437.5,475.0,787.5,2,0,0
72,0187.a1.txt,1288.66,1417.53,747.42,747.42,0,0,0
73,0188.a1.txt,1130.01,1287.97,643.99,668.29,1,0,0
74,0189.a1.txt,1179.2,1290.62,622.1,519.96,1,0,0
75,0190.a1.txt,1180.29,1452.66,583.66,518.81,1,1,0
76,0191.a1.txt,1248.51,1355.53,749.11,677.76,0,0,0
77,0192.a1.txt,929.25,1351.64,707.5,686.38,0,0,0
78,0193.a1.txt,1203.59,1446.86,781.05,537.77,0,1,0
79,0194.a1.txt,1103.17,1460.67,786.52,684.37,1,0,0
80,0195.a1.txt,1245.42,1489.62,634.92,573.87,0,0,0
81,0196.a1.txt,1225.88,1271.28,726.45,590.24,6,0,0
82,0197.a1.txt,1395.06,1271.6,666.67,567.9,0,0,0
83,0198.a1.txt,1306.18,1390.45,603.93,491.57,2,0,0
84,0199.a1.txt,1378.0,1453.86,518.33,695.32,5,0,0
85,0200.a1.txt,1253.7,1312.93,769.99,700.89,3,1,0
86,0201.a1.txt,1070.95,1405.62,602.41,682.73,2,0,0
87,0202.a1.txt,1492.36,1163.34,622.8,564.04,0,0,0
88,0203.a1.txt,1477.78,1244.44,622.22,500.0,4,0,0
89,0204.a1.txt,1456.31,1104.37,606.8,509.71,1,0,0
90,0205.a1.txt,1254.13,1452.15,704.07,638.06,2,0,0
91,0206.a1.txt,1060.03,1289.91,587.48,574.71,0,0,0
92,0207.a1.txt,1206.03,1432.16,590.45,552.76,1,0,0
93,0208.a1.txt,1419.7,1135.76,816.33,638.86,2,0,0
