timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-29T19:01:46,a4_emissions,9957b7ab-28af-4757-9d7b-cf56c14807b2,316.5042984485626,0.0029144779899151,9.208336203335444e-06,42.5,0.0,141.20075225830078,0.0037373205577333,0,0.0124167105805964,0.0161540311383297,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-29T19:27:21,a4_emissions,ab5c8367-55ec-4883-b0ab-57c798d796ff,313.2510349750519,0.0028844161660470536,9.208002030310215e-06,42.5,0.0,141.20075225830078,0.0036987697967224655,0,0.012288638145096275,0.01598740794181874,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N,1.0
